Date,Verified,ProductID,Rating,Title,ReviewText,ReviewID,SentimentLabel,SentimentScore
24-03-2023,TRUE,B08T68ZMGL,4,Effective product,Works exactly as described on my indoor plants - growing faster,RZ3TRAZGCTFZR,POSITIVE,0.9834
02-05-2022,TRUE,B08T68ZMGL,5,Great buy,The tulsi in my garden are now looking healthier thanks to this product,RKJL6ZAKYIWT4,POSITIVE,0.9953
29-09-2022,TRUE,B08T68ZMGL,2,Not effective,No improvement in my marigold even after 5 weeks,R8PTROHK9EGMV,NEGATIVE,0.1432
27-07-2024,TRUE,B08T68ZMGL,5,Highly recommended,This product saved my dying herb garden - now they're pest-free now,RMPUSEYTHBAJ4,POSITIVE,0.9883
30-07-2024,TRUE,B08T68ZMGL,2,Total waste,"The product is duplicate, waste of money.",R0X5GZFZWVAVV,NEGATIVE,0.0138
18-09-2023,TRUE,B08T68ZMGL,5,Amazing results!,"My indoor plants are thriving with this product, 100% guarantee",RQRF3372LIG0C,POSITIVE,0.9964
29-07-2022,TRUE,B08T68ZMGL,5,Amazing results!,Wonderful product! My herb garden fruiting abundantly,R3DADTVNO2KL5,POSITIVE,0.9963
25-07-2022,TRUE,B08T68ZMGL,4,Amazing results!,Wonderful product! My succulents more vibrant colors,R54QCFS8N8LPA,POSITIVE,0.9967
22-04-2022,TRUE,B08T68ZMGL,3,Okay results,Average performance with my rose plants - minor improvement,RSS8D8M2V0CBD,POSITIVE,0.9426
30-05-2022,FALSE,B08T68ZMGL,2,Disappointed,"Would not recommend for terrace garden - Cheating, no use",R02912SIMIEP2,NEGATIVE,0.0192
11-03-2024,TRUE,B08T68ZMGL,4,Amazing results!,"My indoor plants are thriving with this product, growing faster",RLRNNBFY88X4M,POSITIVE,0.9968
07-12-2024,FALSE,B08T68ZMGL,4,Life saver for plants,Excellent results with my hibiscus - saw improvement in just 18 days,RIT9DQVQ4WCFI,POSITIVE,0.9937
19-11-2022,TRUE,B08T68ZMGL,4,Effective product,My bonsai have never looked better - producing more flowers,R93KQ8I1V8GD5,POSITIVE,0.9955
18-10-2023,TRUE,B08T68ZMGL,3,Okay results,Some improvement in my tulsi but expected more,R92DIW6SZY2GA,POSITIVE,0.9026
28-02-2025,TRUE,B08T68ZMGL,2,Disappointed,Would not recommend for hibiscus - still struggling,RSQ8DYZRQJS5X,NEGATIVE,0.018
01-08-2022,TRUE,B08T68ZMGL,5,Highly recommended,Excellent results with my succulents - saw improvement in just 12 days,R7ZFYZ5A18UEW,POSITIVE,0.9943
08-05-2022,TRUE,B08T68ZMGL,4,Amazing results!,"My orchids are thriving with this product, 100% guarantee",RFY89BSPQB927,POSITIVE,0.9966
05-09-2022,TRUE,B08T68ZMGL,1,False claims,Complete waste of money for my vegetables - growth stunted,RJY7B945OTP1U,NEGATIVE,0.0116
23-12-2022,TRUE,B08T68ZMGL,4,Effective product,Visible difference in my herb garden after 3 weeks,R1EGQ8GS50TZ4,NEUTRAL,0.6798
03-06-2022,TRUE,B08T68ZMGL,2,Don't buy,"The product is duplicate, waste of money.",R02WF4WTB1G6K,NEGATIVE,0.0138
16-03-2023,TRUE,B08T68ZMGL,2,Disappointed,No improvement in my bonsai even after 6 weeks,RW9G5MMNHVH3D,NEGATIVE,0.064
19-09-2024,TRUE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my succulents - blooming continuously,RCKB90L1TATGC,POSITIVE,0.9951
25-04-2022,TRUE,B08T68ZMGL,4,Highly recommended,"My vegetables are thriving with this product, fruiting abundantly",RRYKZDXZ68BQC,POSITIVE,0.9965
01-10-2024,TRUE,B08T68ZMGL,5,Effective product,The orchids in my garden are now fruiting abundantly thanks to this product,R12L0HBMTC6SV,POSITIVE,0.9962
18-09-2025,TRUE,B08T68ZMGL,4,Amazing results!,Wonderful product! My orchids growing faster,RE3A45YSYN6YO,POSITIVE,0.9967
27-08-2023,TRUE,B08T68ZMGL,3,Okay results,Not bad but not great for my money plants,R4QYYEZY1LXY7,NEGATIVE,0.0254
01-07-2022,TRUE,B08T68ZMGL,5,Life saver for plants,This product saved my dying vegetables - now they're fruiting abundantly,RTOQC07OCSP1F,POSITIVE,0.996
29-03-2025,FALSE,B08T68ZMGL,4,Visible improvement,Significant improvement in marigold health and fruit production,RNO52UABY26DQ,POSITIVE,0.9929
08-06-2024,TRUE,B08T68ZMGL,4,Effective product,The terrace garden in my garden are now producing more flowers thanks to this product,R5376PPQ9A81K,POSITIVE,0.9944
17-09-2025,TRUE,B08T68ZMGL,1,No results,Overpriced and ineffective for rose plants,RMH37MZH4SGW9,NEGATIVE,0.0127
19-06-2024,TRUE,B08T68ZMGL,5,Life saver for plants,This product saved my dying vegetables - now they're pest-free now,RG892RO3CJYLJ,POSITIVE,0.9872
11-06-2022,TRUE,B08T68ZMGL,2,Total waste,"The product is duplicate, waste of money.",REU1KIKZ5YGY6,NEGATIVE,0.0138
08-07-2025,FALSE,B08T68ZMGL,4,Amazing results!,Excellent results with my vegetables - saw improvement in just 13 days,R5LBQT3KJUIX0,POSITIVE,0.9928
26-07-2022,TRUE,B08T68ZMGL,5,Visible improvement,Significant improvement in hibiscus health and growth,RSVVV9NKH6EMO,POSITIVE,0.9955
11-02-2022,FALSE,B08T68ZMGL,5,Life saver for plants,This product saved my dying marigold - now they're producing more flowers,RCSBUUOZ8AQRB,POSITIVE,0.9948
22-11-2022,TRUE,B08T68ZMGL,4,Great buy,My fruit trees have never looked better - recovered completely,R2PESIK6V7211,POSITIVE,0.9941
27-10-2025,FALSE,B08T68ZMGL,4,Highly recommended,This product saved my dying indoor plants - now they're growing faster,R1DL6VLC5WQOA,POSITIVE,0.9952
27-08-2025,TRUE,B08T68ZMGL,4,Effective product,The tulsi in my garden are now fruiting abundantly thanks to this product,RE0SR0WNL09SA,POSITIVE,0.9959
13-08-2024,TRUE,B08T68ZMGL,3,Okay results,Average performance with my succulents - inconsistent results,RAIML0ZYUKLAO,NEUTRAL,0.637
08-05-2023,TRUE,B08T68ZMGL,5,Great buy,My plants flower abundantly. Thanks!,RWSSLNOPNZ9FD,POSITIVE,0.9962
07-09-2023,TRUE,B08T68ZMGL,4,Effective product,Visible difference in my terrace garden after 4 weeks,RUUV6349TR6OC,NEUTRAL,0.6939
30-08-2022,TRUE,B08T68ZMGL,5,Effective product,fruit trees responded beautifully to this treatment,RGVLX2WIVDA1U,POSITIVE,0.9907
15-06-2022,TRUE,B08T68ZMGL,4,Good product,Significant improvement in terrace garden health and leaf color,RHM6M09R6RHR3,POSITIVE,0.9938
04-02-2024,TRUE,B08T68ZMGL,5,Good product,Significant improvement in flowering plants health and growth,RYWRJ00Q8VB3I,POSITIVE,0.9948
02-10-2022,FALSE,B08T68ZMGL,4,Life saver for plants,Excellent results with my tulsi - saw improvement in just 11 days,RCWC6YXE8Q4QL,POSITIVE,0.9898
01-05-2025,TRUE,B08T68ZMGL,5,Effective product,My plants flower abundantly. Thanks!,RZNN0OFDJH5PM,POSITIVE,0.9962
03-08-2022,FALSE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my succulents - more vibrant colors,RIMASHLSTZCE5,POSITIVE,0.9464
15-08-2022,TRUE,B08T68ZMGL,4,Effective product,My herb garden have never looked better - producing more flowers,RUO53IQ398ZAG,POSITIVE,0.9959
14-07-2022,TRUE,B08T68ZMGL,4,Life saver for plants,Excellent results with my tulsi - saw improvement in just 20 days,RUW04NBWY9QDC,POSITIVE,0.9891
08-12-2022,FALSE,B08T68ZMGL,5,Effective product,bonsai responded beautifully to this treatment,R4P2X5ELSO6DC,POSITIVE,0.9857
06-10-2023,TRUE,B08T68ZMGL,4,Great buy,My bonsai have never looked better - recovered completely,R0VIQQ8YVIOMF,POSITIVE,0.9939
09-06-2025,FALSE,B08T68ZMGL,5,Effective product,My plants flower abundantly. Thanks!,R1N5UUV2H8Y18,POSITIVE,0.9962
04-07-2024,FALSE,B08T68ZMGL,5,Great buy,Visible difference in my tulsi after 3 weeks,RBZQ0E1JTSYMW,NEUTRAL,0.687
23-06-2025,TRUE,B08T68ZMGL,5,Life saver for plants,This product saved my dying terrace garden - now they're fruiting abundantly,RLPDG3N0CMSJD,POSITIVE,0.9956
20-01-2023,TRUE,B08T68ZMGL,4,Life saver for plants,Wonderful product! My bonsai blooming continuously,R4U7T6CR1MO4W,POSITIVE,0.9965
07-11-2024,TRUE,B08T68ZMGL,4,Highly recommended,Excellent results with my bonsai - saw improvement in just 15 days,RSWO6T3NLBVFL,POSITIVE,0.9915
04-12-2025,TRUE,B08T68ZMGL,4,Visible improvement,Significant improvement in indoor plants health and flowering,RVIUJBQJ77POX,POSITIVE,0.9928
08-04-2025,TRUE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my lawn - pest-free now,RKOFQUAUTI05O,POSITIVE,0.9745
08-03-2022,TRUE,B08T68ZMGL,4,Great buy,My plants flower abundantly. Thanks!,RCGMOK8NDISPO,POSITIVE,0.9962
20-02-2023,TRUE,B08T68ZMGL,5,Visible improvement,Significant improvement in flowering plants health and growth,RMSVTWPNRJLRY,POSITIVE,0.9948
26-07-2023,TRUE,B08T68ZMGL,4,Life saver for plants,"My succulents are thriving with this product, growing faster",RK4L9BP55B1XM,POSITIVE,0.9967
12-01-2023,TRUE,B08T68ZMGL,5,Effective product,The money plants in my garden are now growing vigorously thanks to this product,RIS5JECVNBAYM,POSITIVE,0.9958
20-10-2023,TRUE,B08T68ZMGL,4,Great buy,My plants flower abundantly. Thanks!,RDS49Q0IRIIHA,POSITIVE,0.9962
04-10-2025,TRUE,B08T68ZMGL,5,Highly recommended,"My lawn are thriving with this product, growing faster",RM7OU7TVQFT2O,POSITIVE,0.996
12-04-2023,TRUE,B08T68ZMGL,5,Highly recommended,"My rose plants are thriving with this product, looking healthier",RWEGEBE40P2Q1,POSITIVE,0.9964
